Match,Round,Agent_Names,Source,Action_Type,Action_Description,Player_Finished,Player_Hands,Board_Before,Board_After,Possible_Actions,Current_Roles,Match_Score,Game_Score,Game_Performance_Score
47,14,,Random2,DISCARD,pass,0.0,[ 7.  9. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
47,14,,PPO_Gen,DISCARD,pass,0.0,[6. 8. 9. 9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
47,14,,Random1,DISCARD,pass,0.0,[ 6.  8.  9. 10. 10. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
47,,,Random1,DECLARE_PIZZA,,,,,,,,,,
47,15,,Random1,DISCARD,C8;Q1;J0,0.0,[ 6.  9. 10. 10. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C6;Q1;J0', 'C8;Q1;J0', 'C9;Q1;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'C11;Q1;J0', 'pass']",,,,
47,15,,Random2,DISCARD,C7;Q1;J0,0.0,[ 9. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C7;Q1;J0', 'pass']",,,,
47,15,,PPO_Gen,DISCARD,C6;Q1;J0,0.0,[8. 9. 9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C6;Q1;J0', 'pass']",,,,
47,15,,Random1,DISCARD,pass,0.0,[ 6.  9. 10. 10. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
47,15,,Random2,DISCARD,pass,0.0,[ 9. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
47,,,PPO_Gen,DECLARE_PIZZA,,,,,,,,,,
47,16,,PPO_Gen,DISCARD,C8;Q1;J0,0.0,[9. 9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C8;Q1;J0', 'C9;Q1;J0', 'C9;Q2;J0', 'pass']",,,,
47,16,,Random1,DISCARD,C6;Q1;J0,0.0,[ 9. 10. 10. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C6;Q1;J0', 'pass']",,,,
47,16,,Random2,DISCARD,pass,0.0,[ 9. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
47,16,,PPO_Gen,DISCARD,pass,0.0,[9. 9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
47,,,Random1,DECLARE_PIZZA,,,,,,,,,,
47,17,,Random1,DISCARD,C10;Q2;J0,0.0,[ 9. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C9;Q1;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'C11;Q1;J0', 'pass']",,,,
47,17,,Random2,DISCARD,pass,0.0,[ 9. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
47,17,,PPO_Gen,DISCARD,pass,0.0,[9. 9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[10. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C9;Q2;J0', 'pass']",,,,
47,,,Random1,DECLARE_PIZZA,,,,,,,,,,
47,18,,Random1,DISCARD,C9;Q1;J0,0.0,[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C9;Q1;J0', 'C11;Q1;J0', 'pass']",,,,
47,18,,Random2,DISCARD,pass,0.0,[ 9. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
47,18,,PPO_Gen,DISCARD,pass,0.0,[9. 9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
47,,,Random1,DECLARE_PIZZA,,,,,,,,,,
47,19,,Random1,DISCARD,C11;Q1;J0,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C11;Q1;J0', 'pass']",,,,
47,19,,Random2,DISCARD,C9;Q1;J0,0.0,[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C9;Q1;J0', 'pass']",,,,
47,19,,PPO_Gen,DISCARD,pass,0.0,[9. 9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
47,19,,Random2,DISCARD,pass,0.0,[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
47,,,Random2,DECLARE_PIZZA,,,,,,,,,,
47,20,,Random2,DISCARD,C11;Q1;J0,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C11;Q1;J0', 'pass']",,,,
47,20,,PPO_Gen,DISCARD,C9;Q2;J0,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 9. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C9;Q1;J0', 'C9;Q2;J0', 'pass']",,,,
47,,,PPO_Gen,DECLARE_PIZZA,,,,,,,,,,
47,20,,SYSTEM,END_MATCH,,,,,,,"{'Random0': 'chef', 'Random1': 'dishwasher', 'Random2': 'souschef', 'PPO_Gen': 'waiter'}","{'Random0': 3, 'Random1': 2, 'Random2': 1, 'PPO_Gen': 0}","{'Random0': 205, 'Random1': 196, 'Random2': 148, 'PPO_Gen': 51}",
47,0,,SYSTEM,DEAL_CARDS,,,"[[1, 3, 5, 5, 6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 11, 12], [2, 6, 6, 7, 8, 8, 9, 9, 9, 10, 10, 11, 11, 11, 11, 11, 11], [3, 4, 4, 4, 4, 5, 5, 6, 7, 7, 8, 8, 10, 10, 11, 11, 12], [2, 3, 5, 6, 7, 7, 8, 8, 9, 9, 9, 9, 10, 10, 10, 10, 11]]",,,,,,,
47,0,,SYSTEM,CARD_EXCHANGE,"['', '', [2, 3], 3, [11], [11, 12]]",,"[[1, 2, 3, 3, 5, 5, 6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11], [2, 3, 6, 6, 7, 8, 8, 9, 9, 9, 10, 10, 11, 11, 11, 11, 11], [4, 4, 4, 4, 5, 5, 6, 7, 7, 8, 8, 10, 10, 11, 11, 11, 12], [5, 6, 7, 7, 8, 8, 9, 9, 9, 9, 10, 10, 10, 10, 11, 11, 12]]",,,,,,,
48,0,,SYSTEM,NEW_MATCH,,,,,,,"{'Random0': 'chef', 'Random1': 'souschef', 'Random2': 'waiter', 'PPO_Gen': 'dishwasher'}",,"{'Random0': 101, 'Random1': 95, 'Random2': 53, 'PPO_Gen': 33}",
48,1,,Random2,DISCARD,C11;Q3;J0,0.0,[ 4.  4.  4.  4.  5.  5.  6.  7.  7.  8.  8. 10. 10. 12.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.],"['C11;Q1;J0', 'C11;Q1;J1', 'C11;Q2;J0', 'C11;Q2;J1', 'C11;Q3;J0', 'C11;Q3;J1']",,,,
48,1,,PPO_Gen,DISCARD,C9;Q3;J0,0.0,[ 5.  6.  7.  7.  8.  8.  9. 10. 10. 10. 10. 11. 11. 12.  0.  0.  0.],[11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 9. 9. 0. 0. 0. 0. 0. 0. 0. 0.],"['C9;Q3;J0', 'C9;Q3;J1', 'C9;Q4;J0', 'C9;Q4;J1', 'C10;Q3;J0', 'C10;Q3;J1', 'C10;Q4;J0', 'C10;Q4;J1', 'pass']",,,,
48,1,,Random0,DISCARD,pass,0.0,[ 1.  2.  3.  3.  5.  5.  6.  6.  7.  7.  8.  8.  9.  9. 10. 10. 11.],[9. 9. 9. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 9. 9. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
48,1,,Random1,DISCARD,pass,0.0,[ 2.  3.  6.  6.  7.  8.  8.  9.  9.  9. 10. 10. 11. 11. 11. 11. 11.],[9. 9. 9. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 9. 9. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
48,1,,Random2,DISCARD,C4;Q3;J1,0.0,[ 4.  5.  5.  6.  7.  7.  8.  8. 10. 10.  0.  0.  0.  0.  0.  0.  0.],[9. 9. 9. 0. 0. 0. 0. 0. 0. 0. 0.],[ 4.  4.  4. 12.  0.  0.  0.  0.  0.  0.  0.],"['C4;Q3;J0', 'C4;Q3;J1', 'C4;Q4;J0', 'C4;Q4;J1', 'pass']",,,,
48,1,,PPO_Gen,DISCARD,pass,0.0,[ 5.  6.  7.  7.  8.  8.  9. 10. 10. 10. 10. 11. 11. 12.  0.  0.  0.],[ 4.  4.  4. 12.  0.  0.  0.  0.  0.  0.  0.],[ 4.  4.  4. 12.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
48,,,Random2,DECLARE_PIZZA,,,,,,,,,,
48,2,,Random2,DISCARD,C10;Q2;J0,0.0,[4. 5. 5. 6. 7. 7. 8. 8. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C4;Q1;J0', 'C5;Q1;J0', 'C5;Q2;J0', 'C6;Q1;J0', 'C7;Q1;J0', 'C7;Q2;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'pass']",,,,
48,2,,PPO_Gen,DISCARD,C8;Q2;J1,0.0,[ 5.  6.  7.  7.  9. 10. 10. 10. 10. 11. 11.  0.  0.  0.  0.  0.  0.],[10. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[ 8.  8. 12.  0.  0.  0.  0.  0.  0.  0.  0.],"['C7;Q2;J0', 'C7;Q2;J1', 'C8;Q2;J0', 'C8;Q2;J1', 'pass']",,,,
48,2,,Random0,DISCARD,pass,0.0,[ 1.  2.  3.  3.  5.  5.  6.  6.  7.  7.  8.  8.  9.  9. 10. 10. 11.],[ 8.  8. 12.  0.  0.  0.  0.  0.  0.  0.  0.],[ 8.  8. 12.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
48,2,,Random1,DISCARD,pass,0.0,[ 2.  3.  6.  6.  7.  8.  8.  9.  9.  9. 10. 10. 11. 11. 11. 11. 11.],[ 8.  8. 12.  0.  0.  0.  0.  0.  0.  0.  0.],[ 8.  8. 12.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
48,2,,Random2,DISCARD,pass,0.0,[4. 5. 5. 6. 7. 7. 8. 8. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[ 8.  8. 12.  0.  0.  0.  0.  0.  0.  0.  0.],[ 8.  8. 12.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
48,,,PPO_Gen,DECLARE_PIZZA,,,,,,,,,,
48,3,,PPO_Gen,DISCARD,C11;Q1;J0,0.0,[ 5.  6.  7.  7.  9. 10. 10. 10. 10. 11.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C5;Q1;J0', 'C6;Q1;J0', 'C7;Q1;J0', 'C7;Q2;J0', 'C9;Q1;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'C10;Q3;J0', 'C10;Q4;J0', 'C11;Q1;J0', 'C11;Q2;J0', 'pass']",,,,
48,3,,Random0,DISCARD,C5;Q2;J0,0.0,[ 1.  2.  3.  3.  6.  6.  7.  7.  8.  8.  9.  9. 10. 10. 11.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[5. 5. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C1;Q1;J0', 'C2;Q1;J0', 'C3;Q1;J0', 'C3;Q2;J0', 'C5;Q1;J0', 'C5;Q2;J0', 'C6;Q1;J0', 'C6;Q2;J0', 'C7;Q1;J0', 'C7;Q2;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C9;Q1;J0', 'C9;Q2;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'pass']",,,,
48,3,,Random1,DISCARD,pass,0.0,[ 2.  3.  6.  6.  7.  8.  8.  9.  9.  9. 10. 10. 11. 11. 11. 11. 11.],[5. 5. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 5. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
48,3,,Random2,DISCARD,pass,0.0,[4. 5. 5. 6. 7. 7. 8. 8. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 5. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 5. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
48,3,,PPO_Gen,DISCARD,pass,0.0,[ 5.  6.  7.  7.  9. 10. 10. 10. 10. 11.  0.  0.  0.  0.  0.  0.  0.],[5. 5. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 5. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
48,,,Random0,DECLARE_PIZZA,,,,,,,,,,
48,4,,Random0,DISCARD,C9;Q1;J0,0.0,[ 1.  2.  3.  3.  6.  6.  7.  7.  8.  8.  9. 10. 10. 11.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C1;Q1;J0', 'C2;Q1;J0', 'C3;Q1;J0', 'C3;Q2;J0', 'C6;Q1;J0', 'C6;Q2;J0', 'C7;Q1;J0', 'C7;Q2;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C9;Q1;J0', 'C9;Q2;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'C11;Q1;J0', 'pass']",,,,
48,4,,Random1,DISCARD,C8;Q2;J0,0.0,[ 2.  3.  6.  6.  7.  9.  9.  9. 10. 10. 11. 11. 11. 11. 11.  0.  0.],[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 8. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C2;Q1;J0', 'C3;Q1;J0', 'C6;Q1;J0', 'C6;Q2;J0', 'C7;Q1;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'pass']",,,,
48,4,,Random2,DISCARD,C7;Q2;J0,0.0,[4. 5. 5. 6. 8. 8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 8. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 7. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C5;Q2;J0', 'C7;Q2;J0', 'pass']",,,,
48,4,,PPO_Gen,DISCARD,pass,0.0,[ 5.  6.  7.  7.  9. 10. 10. 10. 10. 11.  0.  0.  0.  0.  0.  0.  0.],[7. 7. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 7. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
48,4,,Random0,DISCARD,C6;Q2;J0,0.0,[ 1.  2.  3.  3.  7.  7.  8.  8.  9. 10. 10. 11.  0.  0.  0.  0.  0.],[7. 7. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C3;Q2;J0', 'C6;Q2;J0', 'pass']",,,,
48,4,,Random1,DISCARD,pass,0.0,[ 2.  3.  6.  6.  7.  9.  9.  9. 10. 10. 11. 11. 11. 11. 11.  0.  0.],[6. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
48,4,,Random2,DISCARD,C5;Q2;J0,0.0,[4. 6. 8. 8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 5. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C5;Q2;J0', 'pass']",,,,
48,4,,Random0,DISCARD,C3;Q2;J0,0.0,[ 1.  2.  7.  7.  8.  8.  9. 10. 10. 11.  0.  0.  0.  0.  0.  0.  0.],[5. 5. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C3;Q2;J0', 'pass']",,,,
48,4,,Random2,DISCARD,pass,0.0,[4. 6. 8. 8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
48,,,Random0,DECLARE_PIZZA,,,,,,,,,,
48,5,,Random0,DISCARD,C9;Q1;J0,0.0,[ 1.  2.  7.  7.  8.  8. 10. 10. 11.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C1;Q1;J0', 'C2;Q1;J0', 'C7;Q1;J0', 'C7;Q2;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C9;Q1;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'C11;Q1;J0', 'pass']",,,,
48,5,,Random1,DISCARD,C7;Q1;J0,0.0,[ 2.  3.  6.  6.  9.  9.  9. 10. 10. 11. 11. 11. 11. 11.  0.  0.  0.],[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C2;Q1;J0', 'C3;Q1;J0', 'C6;Q1;J0', 'C6;Q2;J0', 'C7;Q1;J0', 'pass']",,,,
48,5,,Random2,DISCARD,C4;Q1;J0,0.0,[6. 8. 8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C4;Q1;J0', 'C6;Q1;J0', 'pass']",,,,
48,5,,PPO_Gen,DISCARD,pass,0.0,[ 5.  6.  7.  7.  9. 10. 10. 10. 10. 11.  0.  0.  0.  0.  0.  0.  0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
48,5,,Random0,DISCARD,C2;Q1;J0,0.0,[ 1.  7.  7.  8.  8. 10. 10. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C1;Q1;J0', 'C2;Q1;J0', 'pass']",,,,
48,5,,Random1,DISCARD,pass,0.0,[ 2.  3.  6.  6.  9.  9.  9. 10. 10. 11. 11. 11. 11. 11.  0.  0.  0.],[2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
48,5,,Random2,DISCARD,pass,0.0,[6. 8. 8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
48,,,Random0,DECLARE_PIZZA,,,,,,,,,,
48,6,,Random0,DISCARD,C8;Q1;J0,0.0,[ 1.  7.  7.  8. 10. 10. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C1;Q1;J0', 'C7;Q1;J0', 'C7;Q2;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'C11;Q1;J0', 'pass']",,,,
48,6,,Random1,DISCARD,C6;Q2;J0,0.0,[ 2.  3.  9.  9.  9. 10. 10. 11. 11. 11. 11. 11.  0.  0.  0.  0.  0.],[8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C2;Q1;J0', 'C3;Q1;J0', 'C6;Q1;J0', 'C6;Q2;J0', 'pass']",,,,
48,6,,Random2,DISCARD,pass,0.0,[6. 8. 8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
48,6,,PPO_Gen,DISCARD,pass,0.0,[ 5.  6.  7.  7.  9. 10. 10. 10. 10. 11.  0.  0.  0.  0.  0.  0.  0.],[6. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
48,6,,Random0,DISCARD,pass,0.0,[ 1.  7.  7.  8. 10. 10. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[6. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
48,,,Random1,DECLARE_PIZZA,,,,,,,,,,
48,7,,Random1,DISCARD,C9;Q3;J0,0.0,[ 2.  3. 10. 10. 11. 11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 9. 9. 0. 0. 0. 0. 0. 0. 0. 0.],"['C2;Q1;J0', 'C3;Q1;J0', 'C9;Q1;J0', 'C9;Q2;J0', 'C9;Q3;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'C11;Q1;J0', 'C11;Q2;J0', 'C11;Q3;J0', 'C11;Q4;J0', 'C11;Q5;J0', 'pass']",,,,
48,7,,Random2,DISCARD,pass,0.0,[6. 8. 8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 9. 9. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 9. 9. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
48,7,,PPO_Gen,DISCARD,pass,0.0,[ 5.  6.  7.  7.  9. 10. 10. 10. 10. 11.  0.  0.  0.  0.  0.  0.  0.],[9. 9. 9. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 9. 9. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
48,7,,Random0,DISCARD,pass,0.0,[ 1.  7.  7.  8. 10. 10. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 9. 9. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 9. 9. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
48,,,Random1,DECLARE_PIZZA,,,,,,,,,,
48,8,,Random1,DISCARD,C10;Q2;J0,0.0,[ 2.  3. 11. 11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C2;Q1;J0', 'C3;Q1;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'C11;Q1;J0', 'C11;Q2;J0', 'C11;Q3;J0', 'C11;Q4;J0', 'C11;Q5;J0', 'pass']",,,,
48,8,,Random2,DISCARD,C8;Q2;J0,0.0,[6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[10. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[8. 8. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C8;Q2;J0', 'pass']",,,,
